ID,standard_name,link
ORPHA:519400,Peripapillary staphyloma,https://www.orpha.net/en/disease/detail/519400
ORPHA:519402,Isolated megalopapilla,https://www.orpha.net/en/disease/detail/519402
ORPHA:519404,Optic disc pit,https://www.orpha.net/en/disease/detail/519404
ORPHA:519406,Thygeson superficial punctate keratitis,https://www.orpha.net/en/disease/detail/519406
ORPHA:519408,Mooren ulcer,https://www.orpha.net/en/disease/detail/519408
ORPHA:519410,Terrien marginal degeneration,https://www.orpha.net/en/disease/detail/519410
ORPHA:519930,Fungal keratitis,https://www.orpha.net/en/disease/detail/519930
ORPHA:52,Alagille syndrome,https://www.orpha.net/en/disease/detail/52
ORPHA:520,Acute promyelocytic leukemia,https://www.orpha.net/en/disease/detail/520
ORPHA:52022,Potocki-Shaffer syndrome,https://www.orpha.net/en/disease/detail/52022
ORPHA:52047,Braddock syndrome,https://www.orpha.net/en/disease/detail/52047
ORPHA:52054,Craniosynostosis-intracranial calcifications syndrome,https://www.orpha.net/en/disease/detail/52054
ORPHA:52055,Corpus callosum agenesis-intellectual disability-coloboma-micrognathia syndrome,https://www.orpha.net/en/disease/detail/52055
ORPHA:52056,Ulnar/fibula ray defect-brachydactyly syndrome,https://www.orpha.net/en/disease/detail/52056
ORPHA:520814,Rare disorder of the visual organs,https://www.orpha.net/en/disease/detail/520814
ORPHA:520817,Isolated inherited retinal disorder,https://www.orpha.net/en/disease/detail/520817
ORPHA:520820,Progressive external ophthalmoplegia,https://www.orpha.net/en/disease/detail/520820
ORPHA:521,Chronic myeloid leukemia,https://www.orpha.net/en/disease/detail/521
ORPHA:521123,Radiation-induced plexopathy,https://www.orpha.net/en/disease/detail/521123
ORPHA:521127,Osteoradionecrosis of the mandible,https://www.orpha.net/en/disease/detail/521127
ORPHA:521132,Radiation-induced disorder,https://www.orpha.net/en/disease/detail/521132
ORPHA:521219,Mirizzi syndrome,https://www.orpha.net/en/disease/detail/521219
ORPHA:521232,Genetic primary orthostatic disorder,https://www.orpha.net/en/disease/detail/521232
ORPHA:521236,Primary orthostatic disorder,https://www.orpha.net/en/disease/detail/521236
ORPHA:521258,Xq25 microduplication syndrome,https://www.orpha.net/en/disease/detail/521258
ORPHA:521268,Sodium-dependent multivitamin transporter deficiency,https://www.orpha.net/en/disease/detail/521268
ORPHA:521305,Proximal myopathy with focal depletion of mitochondria,https://www.orpha.net/en/disease/detail/521305
ORPHA:521308,Frontonasal dysplasia-bifid nose-upper limb anomalies syndrome,https://www.orpha.net/en/disease/detail/521308
ORPHA:521390,Spastic paraplegia-intellectual disability-nystagmus-obesity syndrome,https://www.orpha.net/en/disease/detail/521390
ORPHA:521399,NON RARE IN EUROPE: Non rare obesity,https://www.orpha.net/en/disease/detail/521399
ORPHA:521406,Dystonia-parkinsonism-hypermanganesemia syndrome,https://www.orpha.net/en/disease/detail/521406
ORPHA:521411,Autosomal recessive axonal Charcot-Marie-Tooth disease due to copper metabolism defect,https://www.orpha.net/en/disease/detail/521411
ORPHA:521414,Autosomal dominant Charcot-Marie-Tooth disease type 2DD,https://www.orpha.net/en/disease/detail/521414
ORPHA:521426,PLAA-associated neurodevelopmental disorder,https://www.orpha.net/en/disease/detail/521426
ORPHA:521432,Congenital cataract-severe neonatal hepatopathy-global developmental delay syndrome,https://www.orpha.net/en/disease/detail/521432
ORPHA:521438,Congenital vertebral-cardiac-renal anomalies syndrome,https://www.orpha.net/en/disease/detail/521438
ORPHA:521445,Microcephaly-facial dysmorphism-ocular anomalies-multiple congenital anomalies syndrome,https://www.orpha.net/en/disease/detail/521445
ORPHA:521450,LAMA5-related multisystemic syndrome,https://www.orpha.net/en/disease/detail/521450
ORPHA:52183,Premature chromosome condensation with microcephaly and intellectual disability,https://www.orpha.net/en/disease/detail/52183
ORPHA:522037,Primary autoimmune enteropathy,https://www.orpha.net/en/disease/detail/522037
ORPHA:522043,Syndromic autoimmune enteropathy,https://www.orpha.net/en/disease/detail/522043
ORPHA:522077,Infantile hypotonia-oculomotor anomalies-hyperkinetic movements-developmental delay syndrome,https://www.orpha.net/en/disease/detail/522077
ORPHA:522504,Rare genetic disorder of the visual organs,https://www.orpha.net/en/disease/detail/522504
ORPHA:522506,Rare genetic brainstem or cerebellar disorder with ophthalmic involvement as a major feature,https://www.orpha.net/en/disease/detail/522506
ORPHA:522508,Rare genetic ophthalmic disorder with cortical involvement,https://www.orpha.net/en/disease/detail/522508
ORPHA:522510,Rare genetic ophthalmic disorder with cranial nerve involvement,https://www.orpha.net/en/disease/detail/522510
ORPHA:522512,Rare genetic optic nerve disorder,https://www.orpha.net/en/disease/detail/522512
ORPHA:522514,Congenital optic disc excavation of genetic origin,https://www.orpha.net/en/disease/detail/522514
ORPHA:522516,Rare genetic ocular motility/alignment disorder,https://www.orpha.net/en/disease/detail/522516
ORPHA:522518,Rare genetic disorder with strabismus,https://www.orpha.net/en/disease/detail/522518
ORPHA:522520,Syndromic genetic disorder with strabismus,https://www.orpha.net/en/disease/detail/522520
ORPHA:522522,Rare genetic neuromuscular disorder with ocular motility/alignment anomaly,https://www.orpha.net/en/disease/detail/522522
ORPHA:522524,Rare genetic disorder of the ocular adnexa,https://www.orpha.net/en/disease/detail/522524
ORPHA:522526,Rare genetic palpebral disorder,https://www.orpha.net/en/disease/detail/522526
ORPHA:522528,Rare genetic eyelid malposition disorder,https://www.orpha.net/en/disease/detail/522528
ORPHA:522530,Rare genetic disorder with entropion,https://www.orpha.net/en/disease/detail/522530
ORPHA:522532,Rare genetic disorder of the lacrimal apparatus,https://www.orpha.net/en/disease/detail/522532
ORPHA:522534,Lacrimal drainage system anomaly of genetic origin,https://www.orpha.net/en/disease/detail/522534
ORPHA:522536,Structural developmental eye defect of genetic origin,https://www.orpha.net/en/disease/detail/522536
ORPHA:522538,Rare genetic disorder of the anterior segment of the eye,https://www.orpha.net/en/disease/detail/522538
ORPHA:522540,Anterior segment developmental anomaly of genetic origin,https://www.orpha.net/en/disease/detail/522540
ORPHA:522542,Rare genetic disorder with conjunctival involvement as a major feature,https://www.orpha.net/en/disease/detail/522542
ORPHA:522544,OBSOLETE: Rare genetic conjunctivitis,https://www.orpha.net/en/disease/detail/522544
ORPHA:522546,Rare genetic disorder with lens opacification,https://www.orpha.net/en/disease/detail/522546
ORPHA:522548,Syndromic genetic cataract,https://www.orpha.net/en/disease/detail/522548
ORPHA:522550,Lens size anomaly of genetic origin,https://www.orpha.net/en/disease/detail/522550
ORPHA:522552,Lens position anomaly of genetic origin,https://www.orpha.net/en/disease/detail/522552
ORPHA:522554,Syndromic genetic ectopia lentis,https://www.orpha.net/en/disease/detail/522554
ORPHA:522556,Rare genetic corneal disorder,https://www.orpha.net/en/disease/detail/522556
ORPHA:522558,Rare genetic disorder with corneal involvement as a major feature,https://www.orpha.net/en/disease/detail/522558
ORPHA:522560,Genetic corneal dystrophy,https://www.orpha.net/en/disease/detail/522560
ORPHA:522562,Genetic superficial corneal dystrophy,https://www.orpha.net/en/disease/detail/522562
ORPHA:522564,Syndromic genetic keratoconus,https://www.orpha.net/en/disease/detail/522564
ORPHA:522566,Rare genetic inflammatory/autoimmune corneal disorder,https://www.orpha.net/en/disease/detail/522566
ORPHA:522568,Rare genetic disorder of the pupil,https://www.orpha.net/en/disease/detail/522568
ORPHA:522570,Rare genetic disorder of the posterior segment of the eye,https://www.orpha.net/en/disease/detail/522570
ORPHA:522572,Rare genetic retinal disorder,https://www.orpha.net/en/disease/detail/522572
ORPHA:522574,Rare genetic macular disorder,https://www.orpha.net/en/disease/detail/522574
ORPHA:522576,Rare genetic retinal vasculopathy,https://www.orpha.net/en/disease/detail/522576
ORPHA:522578,Rare genetic disorder involving multiple structures of the eye,https://www.orpha.net/en/disease/detail/522578
ORPHA:522580,Secondary early-onset glaucoma of genetic origin,https://www.orpha.net/en/disease/detail/522580
ORPHA:522584,Rare genetic choroidal disorder,https://www.orpha.net/en/disease/detail/522584
ORPHA:523,Hereditary leiomyomatosis and renal cell cancer,https://www.orpha.net/en/disease/detail/523
ORPHA:523000,Pediatric-onset glaucoma,https://www.orpha.net/en/disease/detail/523000
ORPHA:52368,Mohr-Tranebjaerg syndrome,https://www.orpha.net/en/disease/detail/52368
ORPHA:524,Li-Fraumeni syndrome,https://www.orpha.net/en/disease/detail/524
ORPHA:52416,Mantle cell lymphoma,https://www.orpha.net/en/disease/detail/52416
ORPHA:52417,MALT lymphoma,https://www.orpha.net/en/disease/detail/52417
ORPHA:52427,Retinitis punctata albescens,https://www.orpha.net/en/disease/detail/52427
ORPHA:52428,Congenital muscular dystrophy type 1C,https://www.orpha.net/en/disease/detail/52428
ORPHA:52429,Branchiootic syndrome,https://www.orpha.net/en/disease/detail/52429
ORPHA:52430,Inclusion body myopathy with Paget disease of bone and frontotemporal dementia,https://www.orpha.net/en/disease/detail/52430
ORPHA:525,Lichen planopilaris,https://www.orpha.net/en/disease/detail/525
ORPHA:52503,X-linked creatine transporter deficiency,https://www.orpha.net/en/disease/detail/52503
ORPHA:52530,Pseudo-von Willebrand disease,https://www.orpha.net/en/disease/detail/52530
ORPHA:525677,Genetic congenital malformation of the eye with glaucoma as a major feature,https://www.orpha.net/en/disease/detail/525677
ORPHA:525731,Pediatric-onset Graves disease,https://www.orpha.net/en/disease/detail/525731
ORPHA:525738,Prepubertal anorexia nervosa,https://www.orpha.net/en/disease/detail/525738
ORPHA:526,Liddle syndrome,https://www.orpha.net/en/disease/detail/526
ORPHA:52662,Rare teratologic disease,https://www.orpha.net/en/disease/detail/52662
ORPHA:52688,Myelodysplastic syndrome,https://www.orpha.net/en/disease/detail/52688
ORPHA:527276,Encephalopathy due to mitochondrial and peroxisomal fission defect,https://www.orpha.net/en/disease/detail/527276
ORPHA:527450,Severe myopia-generalized joint laxity-short stature syndrome,https://www.orpha.net/en/disease/detail/527450
ORPHA:527468,Diaphragmatic hernia-short bowel-asplenia syndrome,https://www.orpha.net/en/disease/detail/527468
ORPHA:527497,NKX6-2-related autosomal recessive hypomyelinating leukodystrophy,https://www.orpha.net/en/disease/detail/527497
ORPHA:52759,Vasculitis,https://www.orpha.net/en/disease/detail/52759
ORPHA:528,Congenital generalized lipodystrophy,https://www.orpha.net/en/disease/detail/528
ORPHA:528084,Non-specific syndromic intellectual disability,https://www.orpha.net/en/disease/detail/528084
ORPHA:528091,Hydrops-lactic acidosis-sideroblastic anemia-multisystemic failure syndrome,https://www.orpha.net/en/disease/detail/528091
ORPHA:528105,Hypohidrosis-electrolyte imbalance-lacrimal gland dysfunction-ichthyosis-xerostomia syndrome,https://www.orpha.net/en/disease/detail/528105
ORPHA:528623,Hereditary angioedema with C1Inh deficiency,https://www.orpha.net/en/disease/detail/528623
ORPHA:528647,Hereditary angioedema with normal C1Inh,https://www.orpha.net/en/disease/detail/528647
ORPHA:528663,Acquired angioedema with C1Inh deficiency,https://www.orpha.net/en/disease/detail/528663
ORPHA:529,Roch-Leri mesosomatous lipomatosis,https://www.orpha.net/en/disease/detail/529
ORPHA:52901,Isolated follicle stimulating hormone deficiency,https://www.orpha.net/en/disease/detail/52901
ORPHA:529468,Monoclonal mast cell activation syndrome,https://www.orpha.net/en/disease/detail/529468
ORPHA:529574,Duane retraction syndrome with congenital deafness,https://www.orpha.net/en/disease/detail/529574
ORPHA:529665,Neurodevelopmental delay-seizures-ophthalmic anomalies-osteopenia-cerebellar atrophy syndrome,https://www.orpha.net/en/disease/detail/529665
ORPHA:529799,Acute bilirubin encephalopathy,https://www.orpha.net/en/disease/detail/529799
ORPHA:529808,Chronic bilirubin encephalopathy,https://www.orpha.net/en/disease/detail/529808
ORPHA:529819,NON RARE IN EUROPE: Exfoliation syndrome,https://www.orpha.net/en/disease/detail/529819
ORPHA:529831,Letrozole toxicity,https://www.orpha.net/en/disease/detail/529831
ORPHA:529852,Combined hepatocellular carcinoma and cholangiocarcinoma,https://www.orpha.net/en/disease/detail/529852
ORPHA:529864,Secondary erythromelalgia,https://www.orpha.net/en/disease/detail/529864
ORPHA:52994,Orbital leiomyoma,https://www.orpha.net/en/disease/detail/52994
ORPHA:529962,17q24.2 microdeletion syndrome,https://www.orpha.net/en/disease/detail/529962
ORPHA:529965,Intellectual disability-autism-speech apraxia-craniofacial dysmorphism syndrome,https://www.orpha.net/en/disease/detail/529965
ORPHA:529970,Male infertility due to acephalic spermatozoa,https://www.orpha.net/en/disease/detail/529970
ORPHA:529974,Immune dysregulation with inflammatory bowel disease,https://www.orpha.net/en/disease/detail/529974
ORPHA:529977,Immune dysregulation-inflammatory bowel disease-arthritis-recurrent infections-lymphopenia syndrome,https://www.orpha.net/en/disease/detail/529977
ORPHA:529980,Inflammatory bowel disease-recurrent sinopulmonary infections syndrome,https://www.orpha.net/en/disease/detail/529980
ORPHA:53,Albers-Schönberg osteopetrosis,https://www.orpha.net/en/disease/detail/53
ORPHA:530,Lipoid proteinosis,https://www.orpha.net/en/disease/detail/530
ORPHA:530033,Dermoid or epidermoid cyst of the central nervous system,https://www.orpha.net/en/disease/detail/530033
ORPHA:530298,Progressive myoclonic epilepsy with neuroserpin inclusion bodies,https://www.orpha.net/en/disease/detail/530298
ORPHA:530303,Progressive dementia with neuroserpin inclusion bodies,https://www.orpha.net/en/disease/detail/530303
ORPHA:530313,PIK3CA-related overgrowth syndrome,https://www.orpha.net/en/disease/detail/530313
ORPHA:53035,Caroli disease,https://www.orpha.net/en/disease/detail/53035
ORPHA:530792,RELA fusion-positive ependymoma,https://www.orpha.net/en/disease/detail/530792
ORPHA:530838,KRT1-related diffuse nonepidermolytic keratoderma,https://www.orpha.net/en/disease/detail/530838
ORPHA:530849,Familial apolipoprotein A5 deficiency,https://www.orpha.net/en/disease/detail/530849
ORPHA:530983,Lamb-Shaffer syndrome,https://www.orpha.net/en/disease/detail/530983
ORPHA:530995,Mixed phenotype acute leukemia,https://www.orpha.net/en/disease/detail/530995
ORPHA:531,Miller-Dieker syndrome,https://www.orpha.net/en/disease/detail/531
ORPHA:531151,9q21.13 microdeletion syndrome,https://www.orpha.net/en/disease/detail/531151
ORPHA:53271,Muenke syndrome,https://www.orpha.net/en/disease/detail/53271
ORPHA:53296,Familial cutaneous collagenoma,https://www.orpha.net/en/disease/detail/53296
ORPHA:533,Listeriosis,https://www.orpha.net/en/disease/detail/533
ORPHA:53347,Brody myopathy,https://www.orpha.net/en/disease/detail/53347
ORPHA:53351,X-linked dystonia-parkinsonism,https://www.orpha.net/en/disease/detail/53351
ORPHA:53372,Hereditary geniospasm,https://www.orpha.net/en/disease/detail/53372
ORPHA:534,Oculocerebrorenal syndrome of Lowe,https://www.orpha.net/en/disease/detail/534
ORPHA:535,Rare cutaneous lupus erythematosus,https://www.orpha.net/en/disease/detail/535
ORPHA:53540,Goldmann-Favre syndrome,https://www.orpha.net/en/disease/detail/53540
ORPHA:535453,Familial lipase maturation factor 1 deficiency,https://www.orpha.net/en/disease/detail/535453
ORPHA:535458,Familial GPIHBP1 deficiency,https://www.orpha.net/en/disease/detail/535458
ORPHA:53583,Paroxysmal dystonic choreathetosis with episodic ataxia and spasticity,https://www.orpha.net/en/disease/detail/53583
ORPHA:536,Systemic lupus erythematosus,https://www.orpha.net/en/disease/detail/536
ORPHA:536391,RASopathy,https://www.orpha.net/en/disease/detail/536391
ORPHA:536467,B3GALT6-related spondylodysplastic Ehlers-Danlos syndrome,https://www.orpha.net/en/disease/detail/536467
ORPHA:536471,Spondylodysplastic Ehlers-Danlos syndrome,https://www.orpha.net/en/disease/detail/536471
ORPHA:536516,Myopathic Ehlers-Danlos syndrome,https://www.orpha.net/en/disease/detail/536516
ORPHA:536532,Classical-like Ehlers-Danlos syndrome type 2,https://www.orpha.net/en/disease/detail/536532
ORPHA:536545,Kyphoscoliotic Ehlers-Danlos syndrome,https://www.orpha.net/en/disease/detail/536545
ORPHA:53689,Congenital chloride diarrhea,https://www.orpha.net/en/disease/detail/53689
ORPHA:53690,Congenital lactase deficiency,https://www.orpha.net/en/disease/detail/53690
ORPHA:53691,Congenital cornea plana,https://www.orpha.net/en/disease/detail/53691
ORPHA:53693,GRACILE syndrome,https://www.orpha.net/en/disease/detail/53693
ORPHA:53696,Arthrogryposis-anterior horn cell disease syndrome,https://www.orpha.net/en/disease/detail/53696
ORPHA:53697,Gnathodiaphyseal dysplasia,https://www.orpha.net/en/disease/detail/53697
ORPHA:53698,Myosin storage myopathy,https://www.orpha.net/en/disease/detail/53698
ORPHA:537,Toxic epidermal necrolysis,https://www.orpha.net/en/disease/detail/537
ORPHA:537072,PLG-related hereditary angioedema with normal C1Inh,https://www.orpha.net/en/disease/detail/537072
ORPHA:53715,Familial tumoral calcinosis,https://www.orpha.net/en/disease/detail/53715
ORPHA:53719,Cerebrofacial arteriovenous metameric syndrome type 2,https://www.orpha.net/en/disease/detail/53719
ORPHA:53721,Spinal arteriovenous metameric syndrome,https://www.orpha.net/en/disease/detail/53721
ORPHA:53739,Distal hereditary motor neuropathy,https://www.orpha.net/en/disease/detail/53739
ORPHA:537891,OBSOLETE: ANGPT1-related hereditary angioedema with normal C1Inh,https://www.orpha.net/en/disease/detail/537891
ORPHA:538,Lymphangioleiomyomatosis,https://www.orpha.net/en/disease/detail/538
ORPHA:538096,Autosomal recessive lethal neonatal axonal sensorimotor polyneuropathy,https://www.orpha.net/en/disease/detail/538096
ORPHA:538101,Congenital axonal neuropathy with encephalopathy,https://www.orpha.net/en/disease/detail/538101
ORPHA:538238,Neurological channelopathy of the central nervous system due to a genetic chloride channel defect,https://www.orpha.net/en/disease/detail/538238
ORPHA:538574,Palmoplantar keratoderma-hereditary motor and sensory neuropathy syndrome,https://www.orpha.net/en/disease/detail/538574
ORPHA:538756,Familial multiple discoid fibromas,https://www.orpha.net/en/disease/detail/538756
ORPHA:538863,Classic pyoderma gangrenosum,https://www.orpha.net/en/disease/detail/538863
ORPHA:538866,Pustular pyoderma gangrenosum,https://www.orpha.net/en/disease/detail/538866
ORPHA:538869,Bullous pyoderma gangrenosum,https://www.orpha.net/en/disease/detail/538869
ORPHA:538872,Vegetative pyoderma gangrenosum,https://www.orpha.net/en/disease/detail/538872
ORPHA:538931,X-linked lymphoproliferative disease due to SAP deficiency,https://www.orpha.net/en/disease/detail/538931
ORPHA:538934,X-linked lymphoproliferative disease due to XIAP deficiency,https://www.orpha.net/en/disease/detail/538934
ORPHA:538958,Combined immunodeficiency due to CD70 deficiency,https://www.orpha.net/en/disease/detail/538958
ORPHA:538963,Combined immunodeficiency due to ITK deficiency,https://www.orpha.net/en/disease/detail/538963
ORPHA:54,X-linked recessive ocular albinism,https://www.orpha.net/en/disease/detail/54
ORPHA:540,Familial hemophagocytic lymphohistiocytosis,https://www.orpha.net/en/disease/detail/540
ORPHA:54028,Plummer-Vinson syndrome,https://www.orpha.net/en/disease/detail/54028
ORPHA:54057,Thrombotic thrombocytopenic purpura,https://www.orpha.net/en/disease/detail/54057
ORPHA:541,Primary cutaneous CD30+ T-cell lymphoproliferative disease,https://www.orpha.net/en/disease/detail/541
ORPHA:541423,Growth delay-intellectual disability-hepatopathy syndrome,https://www.orpha.net/en/disease/detail/541423
ORPHA:541443,Anomalous aortic origin of the left coronary artery,https://www.orpha.net/en/disease/detail/541443
ORPHA:541454,Anomalous aortic origin of the right coronary artery,https://www.orpha.net/en/disease/detail/541454
ORPHA:541478,Anomalous aortic origin of coronary artery,https://www.orpha.net/en/disease/detail/541478
ORPHA:541507,Anomalous origin of coronary artery from the pulmonary artery,https://www.orpha.net/en/disease/detail/541507
ORPHA:542,Primary cutaneous lymphoma,https://www.orpha.net/en/disease/detail/542
ORPHA:542301,Combined immunodeficiency due to CARMIL2 deficiency,https://www.orpha.net/en/disease/detail/542301
ORPHA:542306,GNB5-related intellectual disability-cardiac arrhythmia syndrome,https://www.orpha.net/en/disease/detail/542306
ORPHA:542310,Leukoencephalopathy with calcifications and cysts,https://www.orpha.net/en/disease/detail/542310
ORPHA:542323,CAR T cell therapy-associated cytokine release syndrome,https://www.orpha.net/en/disease/detail/542323
ORPHA:54238,Myotonic dystrophy type 3,https://www.orpha.net/en/disease/detail/54238
ORPHA:54247,Posterior cortical atrophy,https://www.orpha.net/en/disease/detail/54247
ORPHA:54251,Aseptic abscess syndrome,https://www.orpha.net/en/disease/detail/54251
ORPHA:542568,Quadricuspid aortic valve,https://www.orpha.net/en/disease/detail/542568
ORPHA:542585,Auditory neuropathy-optic atrophy syndrome,https://www.orpha.net/en/disease/detail/542585
ORPHA:542592,Necrobiosis lipoidica,https://www.orpha.net/en/disease/detail/542592
ORPHA:54260,Left ventricular noncompaction,https://www.orpha.net/en/disease/detail/54260
ORPHA:542643,Livedoid vasculopathy,https://www.orpha.net/en/disease/detail/542643
ORPHA:542657,Isolated hyperchlorhidrosis,https://www.orpha.net/en/disease/detail/542657
ORPHA:54272,Hepatocellular adenoma,https://www.orpha.net/en/disease/detail/54272
ORPHA:542822,Anomaly of the coronary ostia,https://www.orpha.net/en/disease/detail/542822
ORPHA:543,Burkitt lymphoma,https://www.orpha.net/en/disease/detail/543
ORPHA:543470,Optic atrophy-ataxia-peripheral neuropathy-global developmental delay syndrome,https://www.orpha.net/en/disease/detail/543470
ORPHA:54368,Sarcocystosis,https://www.orpha.net/en/disease/detail/54368
ORPHA:54370,Primary membranoproliferative glomerulonephritis,https://www.orpha.net/en/disease/detail/54370
ORPHA:544,Diffuse large B-cell lymphoma,https://www.orpha.net/en/disease/detail/544
ORPHA:544254,SYNGAP1-related developmental and epileptic encephalopathy,https://www.orpha.net/en/disease/detail/544254
ORPHA:544458,Hemolytic uremic syndrome,https://www.orpha.net/en/disease/detail/544458
ORPHA:544469,PRUNE1-related neurological syndrome,https://www.orpha.net/en/disease/detail/544469
ORPHA:544472,Atypical hemolytic uremic syndrome with complement gene abnormality,https://www.orpha.net/en/disease/detail/544472
ORPHA:544482,Infection-related hemolytic uremic syndrome,https://www.orpha.net/en/disease/detail/544482
ORPHA:544488,Global developmental delay-alopecia-macrocephaly-facial dysmorphism-structural brain anomalies syndrome,https://www.orpha.net/en/disease/detail/544488
ORPHA:544493,Streptococcus pneumoniae-associated hemolytic uremic syndrome,https://www.orpha.net/en/disease/detail/544493
ORPHA:544503,RNF13-related severe early-onset epileptic encephalopathy,https://www.orpha.net/en/disease/detail/544503
ORPHA:544578,"Congenital primary megaureter, refluxing and obstructed form",https://www.orpha.net/en/disease/detail/544578
ORPHA:544590,Collagen-related glomerular basement membrane disease,https://www.orpha.net/en/disease/detail/544590
ORPHA:544602,Congenital myopathy with reduced type 2 muscle fibers,https://www.orpha.net/en/disease/detail/544602
ORPHA:544628,Atypical Fanconi syndrome-neonatal hyperinsulinism syndrome,https://www.orpha.net/en/disease/detail/544628
ORPHA:545,Follicular lymphoma,https://www.orpha.net/en/disease/detail/545
ORPHA:54595,Craniopharyngioma,https://www.orpha.net/en/disease/detail/54595
ORPHA:547,Non-Hodgkin lymphoma,https://www.orpha.net/en/disease/detail/547
ORPHA:548,Leprosy,https://www.orpha.net/en/disease/detail/548
ORPHA:549,Legionnaires disease,https://www.orpha.net/en/disease/detail/549
ORPHA:55,Oculocutaneous albinism,https://www.orpha.net/en/disease/detail/55
ORPHA:550,MELAS,https://www.orpha.net/en/disease/detail/550
ORPHA:551,MERRF,https://www.orpha.net/en/disease/detail/551
ORPHA:552,MODY,https://www.orpha.net/en/disease/detail/552
ORPHA:553,OBSOLETE: Cushing syndrome,https://www.orpha.net/en/disease/detail/553
ORPHA:555,NON RARE IN EUROPE: Celiac disease,https://www.orpha.net/en/disease/detail/555
ORPHA:555402,NAD(P)HX dehydratase deficiency,https://www.orpha.net/en/disease/detail/555402
ORPHA:555407,NAD(P)HX epimerase deficiency,https://www.orpha.net/en/disease/detail/555407
ORPHA:555434,Fibrohistiocytic inflammatory pseudotumor of the liver,https://www.orpha.net/en/disease/detail/555434
ORPHA:555437,Lymphoplasmacytic inflammatory pseudotumor of the liver,https://www.orpha.net/en/disease/detail/555437
ORPHA:555874,Congenital tricuspid valve dysplasia,https://www.orpha.net/en/disease/detail/555874
ORPHA:555877,FLNA-related X-linked myxomatous valvular dysplasia,https://www.orpha.net/en/disease/detail/555877
ORPHA:555905,IgA pemphigus,https://www.orpha.net/en/disease/detail/555905
ORPHA:55595,TNP03-related limb-girdle muscular dystrophy D2,https://www.orpha.net/en/disease/detail/55595
ORPHA:55596,HNRNPDL-related limb-girdle muscular dystrophy D3,https://www.orpha.net/en/disease/detail/55596
ORPHA:556,Malakoplakia,https://www.orpha.net/en/disease/detail/556
ORPHA:556030,Early-onset familial hypoaldosteronism,https://www.orpha.net/en/disease/detail/556030
ORPHA:556037,Late-onset familial hypoaldosteronism,https://www.orpha.net/en/disease/detail/556037
ORPHA:556508,Rare disorder due to poisoning,https://www.orpha.net/en/disease/detail/556508
ORPHA:55654,Hypotrichosis simplex,https://www.orpha.net/en/disease/detail/55654
ORPHA:55655,Pneumococcal meningitis,https://www.orpha.net/en/disease/detail/55655
ORPHA:556955,Pancreatic agenesis-holoprosencephaly syndrome,https://www.orpha.net/en/disease/detail/556955
ORPHA:556985,Early-onset calcifying leukoencephalopathy-skeletal dysplasia,https://www.orpha.net/en/disease/detail/556985
ORPHA:557,Non-syndromic anorectal malformation,https://www.orpha.net/en/disease/detail/557
ORPHA:557003,Oculoskeletodental syndrome,https://www.orpha.net/en/disease/detail/557003
ORPHA:557056,Spastic ataxia-dysarthria due to glutaminase deficiency,https://www.orpha.net/en/disease/detail/557056
ORPHA:557064,Neonatal epileptic encephalopathy due to glutaminase deficiency,https://www.orpha.net/en/disease/detail/557064
ORPHA:557866,Rare disorder with Hirschsprung disease as a major feature,https://www.orpha.net/en/disease/detail/557866
ORPHA:558,Marfan syndrome,https://www.orpha.net/en/disease/detail/558
ORPHA:558411,Idiopathic gastroparesis,https://www.orpha.net/en/disease/detail/558411
ORPHA:55880,Chondrosarcoma,https://www.orpha.net/en/disease/detail/55880
ORPHA:55881,Adamantinoma,https://www.orpha.net/en/disease/detail/55881
ORPHA:559,Marinesco-Sjögren syndrome,https://www.orpha.net/en/disease/detail/559
ORPHA:56,Alkaptonuria,https://www.orpha.net/en/disease/detail/56
ORPHA:560,Marshall syndrome,https://www.orpha.net/en/disease/detail/560
ORPHA:56044,Carcinoma of gallbladder and extrahepatic biliary tract,https://www.orpha.net/en/disease/detail/56044
ORPHA:561,Marshall-Smith syndrome,https://www.orpha.net/en/disease/detail/561
ORPHA:561854,FOXG1 syndrome,https://www.orpha.net/en/disease/detail/561854
ORPHA:562,McCune-Albright syndrome,https://www.orpha.net/en/disease/detail/562
ORPHA:562509,Heme oxygenase-1 deficiency,https://www.orpha.net/en/disease/detail/562509
ORPHA:562528,Congenital limbs-face contractures-hypotonia-developmental delay syndrome,https://www.orpha.net/en/disease/detail/562528
ORPHA:562538,Autosomal recessive extra-oral halitosis,https://www.orpha.net/en/disease/detail/562538
ORPHA:562559,Anterior maxillary protrusion-strabismus-intellectual disability syndrome,https://www.orpha.net/en/disease/detail/562559
ORPHA:562569,TMEM94-associated congenital heart defect-facial dysmorphism-developmental delay syndrome,https://www.orpha.net/en/disease/detail/562569
ORPHA:562639,Primary biliary cholangitis/primary sclerosing cholangitis and autoimmune hepatitis overlap syndrome,https://www.orpha.net/en/disease/detail/562639
ORPHA:563,Peripartum cardiomyopathy,https://www.orpha.net/en/disease/detail/563
ORPHA:56304,Atelosteogenesis type II,https://www.orpha.net/en/disease/detail/56304
ORPHA:56305,Atelosteogenesis type III,https://www.orpha.net/en/disease/detail/56305
ORPHA:563576,Autoimmune hepatitis type 1,https://www.orpha.net/en/disease/detail/563576
ORPHA:563581,Autoimmune hepatitis type 2,https://www.orpha.net/en/disease/detail/563581
